makeid,modelid,manufacturerid,vin,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor,fueltanktype,fueltankmaterial,combinedbrakingsystem,wheeliemitigation
482,8364,16478,3VWKZ7AJXBM723642,,,Not Applicable,Not Applicable,Wagon,5,,2480,151.338885354,2.480000,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta SportWagen,2011,PUEBLA,,,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,5,,1st Row (Driver and Passenger),,,,170.00,,MEXICO,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Active Seat   Belt Advanced Front Air Bags., Active Seat Belt Advanced Front Air Bags.",,,,,,"50-St. BIN 3/PZEV emission. Emissions Certification Test Group: BVWXV02.5259  ",,,,,,,,,,0,,,Volkswagen,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3VWKZ7AJ*BM,,,,
448,2209,1057,JTDKN3DPXE3242996,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1800.0,109.84273937051,1.8,,4x2,,,2ZR-FXE+3JM,,,Electric,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,TOYOTA MOTOR CORPORATION,Prius,2014,TOYOTA CITY,,ZVW35L,,,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,,,In-Line,1st Row (Driver and Passenger),Gasoline,Multipoint Fuel Injection (MPFI),Driver Seat Only,96,,JAPAN,Toyota Motor Corporation - Tsutsumi Plant,AICHI,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,PHEV (Plug-in Hybrid Electric Vehicle),,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JTDKN3DP*E3,,,,
452,2377,966,WBAVT73567F586799,,,Not Applicable,Not Applicable,Wagon,6,,2995.5552992,182.8,3.0,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,328xi,2007,MUNICH,,3-Series,,,Sports Wagon,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,230,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAVT735*7F,,,,
582,3146,1149,WAUDG98E16A493317,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3123,190.577152807,3.123000,4,AWD/All-Wheel Drive,,,Audi,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A4,2006,INGOLSTADT,,quattro,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,255.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Advanced Front AirBag, Active Seat Belt.",,,,,,50-St/Can. BIN 9 / LEV emission std. Emissions Certification Test Group: 6ADXV03.1364.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUDG98E*6A,,,,
452,2220,966,WBA4A7C54FD044340,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2000.0,121.8,2.0,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,428i,2015,DINGOLFING,,4-Series,,,xDrive GC SULEV-PZEV,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),241,,GERMANY,,,Yes,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBA4A7C5*FD,,,,
475,2147,988,5FRYD3H4XGB954572,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3474.057568,212,3.474057568,5,4x2,,,J35Y5,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",ACURA,"AMERICAN HONDA MOTOR CO., INC.",MDX,2016,LINCOLN,7,,,Automatic,Tech,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,3960,1st and 2nd and 3rd Rows,,,,,,,Single Overhead Cam (SOHC),9,V-Shaped,1st Row (Driver and Passenger),,,,290,,UNITED STATES (USA),,ALABAMA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, mid & rear right/left/center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5FRYD3H4*GB,,,,
442,2242,1079,SAJWA1C77D8351275,,,Not Applicable,Not Applicable,Sedan/Saloon,6,U.S.,3000,183.0712322841,3,4,RWD/Rear-Wheel Drive,,,S/C ULEV,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",JAGUAR,JAGUAR LAND ROVER LIMITED,XJ,2013,CASTLE BROMWICH,,,,Automatic,XJ,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,,,UNITED KINGDOM (UK),,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SAJWA1C7*D8,,,,
469,1843,984,1GYS4AEF3CR687498,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,6200.0,378.34721338734,6.2,4,4WD/4-Wheel Drive/4x4,,,"L94 - Flex Fuel(Gas/ALC), ALUM Cylinder Deactivation",,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",CADILLAC,GENERAL MOTORS LLC,Escalade,2012,ARLINGTON,,,,,Standard,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),Ethanol (E85),Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1GYS4AEF*CR,,,,
452,2762,966,WBABS33471J579337,,,Not Applicable,Not Applicable,Convertible/Cabriolet,6,,2494.1111408,152.2,2.5,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,325Ci,2001,REGENSBURG,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,184,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Driver and Passenger Dual stage Advanced Supplemental Restraint System (SRS),,,,,,,,,,,,,,,,0,,,BMW-AG,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBABS334*1J,,,,
474,1863,988,19XFB4F27FE982601,,Lithium-Ion/Li-Ion,Not Applicable,Not Applicable,Sedan/Saloon,4,,1491.222824,91,1.491222824,4,,,,LEA2,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2015,GREENBURG,,,,Continuously Variable Transmission (CVT),Hybrid,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),,In-Line,1st Row (Driver and Passenger),Electric,,,110,,UNITED STATES (USA),,INDIANA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,HEV (Hybrid Electric Vehicle) - Level Unknown,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,19XFB4F2*FE,,,,
442,2286,1079,SAJWA4HAXEM632873,,,Not Applicable,Not Applicable,Coupe,8,U.S.,5000.0,305.11872047366,5.0,2,RWD/Rear-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",JAGUAR,JAGUAR LAND ROVER LIMITED,XK,2014,CASTLE BROMWICH,,,,Automatic,XKR-S,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,550,,UNITED KINGDOM (UK),,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,S/C ULEV,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SAJWA4HA*EM,,,,
469,1825,984,1G6DP5ED4B0506975,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3600.0,219.68547874103,3.6,4,,,,LLT,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CADILLAC,GENERAL MOTORS LLC,CTS,2011,LANSING - GRAND RIVER,,,,,Premium,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),GMNA,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),w/ Navigation,,,,Body Type: Notchback,,Not Applicable,Not Applicable,,,,,,,,,,"Injection Type: SIDI (Spark Ignition Direct Injection), ALUM, 60 Degrees",,,,,,,,,,0,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G6DP5ED*B0,,,,
476,1896,994,1B3CB5HA2BD464468,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,"U.S., Canada, Mexico, Other Export Market (BUX)",2000.0,122.04748818946,2.0,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",DODGE,FCA US LLC,Caliber,2011,BELVIDERE,,PM,Left-Hand Drive (LHD),,Heat,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,Yes,Manual,,,,,,,,,,,,,,,,All Rows,P (Premium),,,,,,Not Applicable,Not Applicable,,,,Active Seatbelts for all seating positions.,,,,,,"Sales Code for Engine - ECN,ECP. Sales Code for CNG Non-Turbo Engine - ECQ",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1B3CB5HA*BD,,,,
475,2147,988,5FRYD3H68GB332974,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3474.057568,212,3.474057568,5,4x2,,,J35Y5,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",ACURA,"AMERICAN HONDA MOTOR CO., INC.",MDX,2016,LINCOLN,7,,,Automatic,Tech Ent,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,3960,1st and 2nd and 3rd Rows,,,,,,,Single Overhead Cam (SOHC),9,V-Shaped,1st Row (Driver and Passenger),,,,290,,UNITED STATES (USA),,ALABAMA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, mid & rear right/left/center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5FRYD3H6*GB,,,,
474,2127,987,JHMGE8G3XCS238783,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1491.222824,91,1.491222824,5,,,,L15A7,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"HONDA MOTOR CO., LTD.",Fit,2012,SUZUKA,,,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),5,In-Line,1st Row (Driver and Passenger),,,,117,,JAPAN,,MIE,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JHMGE8G3*CS,,,,
473,2072,1041,JM1NC2NF2E0830623,,,Not Applicable,Not Applicable,Convertible/Cabriolet,,,2000.0,122.04748818946,2.0,2,,,,LF,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",MAZDA,MAZDA MOTOR CORPORATION,MX-5,2014,HIROSHIMA,,,,,Grand Touring/GT,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,Mazda Motor Corporation,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JM1NC2NF*E0,,,,
477,2053,994,1C3BC2EB8BN475444,,,Not Applicable,Not Applicable,Convertible/Cabriolet,4,"U.S., Canada",2400.0,146.45698582735,2.4,2,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CHRYSLER,FCA US LLC,200,2011,STERLING HEIGHTS,,JS,Left-Hand Drive (LHD),,Limited / Touring Convertible,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),STERLING HEIGHTS ASSEMBLY PLANT,MICHIGAN,Yes,Manual,,,,,,,,,,,,,,,,All Rows,L (Low Line),,,,,,Not Applicable,Not Applicable,,,,Chrsyler 200 sedans has supplemental Side curtain front & rear airbags (CJ2),,,,,,"Sales Code for Engine - EDG,ED3,ED7",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1C3BC2EB*BN,,,,
468,4267,984,1G4HD5EM6AU377700,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3900.0,237.99260196945,3.9,4,,,,LGD,,,Flexible Fuel Vehicle (FFV),"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,Lucerne,2010,HAMTRAMCK,,CXL Special Edition,,,,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,"Gasoline, E85, Flex Fuel: Gas/Ethanol, Offset Bore",,,,,,,,,,0,,,GMNA,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4HD5EM*AU,,,,
469,1843,984,1GYS4FEJ0DR778733,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,6000,366.1424645683,6,4,4WD/4-Wheel Drive/4x4,,,"LZ1 - Flex Fuel(Gas/Ethanol), LIVC, DOD, ALUM",,,Flexible Fuel Vehicle (FFV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",CADILLAC,GENERAL MOTORS LLC,Escalade,2013,ARLINGTON,,,,,Platinum Hybrid,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),Electric,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,Strong HEV (Hybrid Electric Vehicle),,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1GYS4FEJ*DR,,,,
452,1717,968,5UXFE8C53AL466733,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,4800.0,292.9,4.8,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BMW,BMW MANUFACTURER CORPORATION / BMW NORTH AMERICA,X5,2010,GREER,,,,,xDrive48i,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,350,,UNITED STATES (USA),,SOUTH CAROLINA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5UXFE8C5*AL,,,,
582,3862,1149,WA1MKBFP1AA551703,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3197,195.092909870,3.197000,4,,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",AUDI,AUDI AG,Q5,2010,INGOLSTADT,,Premium Plus w/S-Line Pkg.,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,270,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / LEV II emission std. Emissions Certification Test Group: AADXJ03.23UC.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WA1MKBFP*AA,,,,
460,1811,986,NM0KS9BN7CT436652,,,,,Van,4,,2000.0,122.04748818946,2.0,,,,,Ford,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,"FORD OTOMOTIV SANAYI A.S., TURKEY",Transit Connect,2012,KOCAELI,,,,,XLT,TRUCK,,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,136,,TURKEY,Otosan Kocaeli Assembly,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Cab/Body: Window Van,,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 2.0L 4V.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,NM0KS9BN*CT,,,,
468,1821,984,1G4GJ5E33CF728064,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3600.0,219.68547874103,3.6,4,FWD/Front-Wheel Drive,,,LFX,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LaCrosse,2012,KANSAS CITY,,,,,Touring,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),Ethanol (E85),Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Body type: 4Dr Sedan; Notchback,,Not Applicable,Not Applicable,,,,,,,,,,"Book Codes: 0G, BE, A. VVT, E85 Max, Aluminum.",,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4GJ5E3*CF,,,,
499,2770,21994,KNDKG3A22A7170357,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2000,122.0474881894,2,4,,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",KIA,KIA CORPORATION,Sportage,2010,GWANGJU,,GL,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,SOUTH KOREA,Kia Motors Corporation,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,KNDKG3A2*A7,,,,
452,1715,966,WBANU53598B647282,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2995.5552992,182.8,3.0,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,528i,2008,DINGOLFING,,5-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,230,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBANU535*8B,,,,
